-3.60E+01,0.00E+00,0.00E+00.1,0.00E+00.2,2.66E-14,0.00E+00.3,6.86E-14,0.00E+00.4,7.68E-14,0.00E+00.5,6.75E-14,0.00E+00.6,3.51E-14,0
0.664,-37.1,-14.9,-6.95,-3.71,-4.76,5.55,0.552,6.61,-4.04,-4.12,-9.46,-1.49,0
3.26,-26.7,2.38,11.6,0.271,9.87,4.4,-6.88,7.34,7.07,2.97,4.46,2.95,0
4.84,-45.9,-18.8,17.3,-10.8,-0.318,0.44,11.3,17.1,-0.665,-3.25,-24.6,-1.9,0
2.55,-41.7,-5.35,3.51,11.2,-5.79,-10.1,-4.48,-15.7,-17.9,-16.6,-6.71,-0.588,0
3.2,-38.2,-22.6,-14.0,-7.29,0.536,-5.6,1.06,-17.4,-19.8,-2.73,-4.34,-3.97,0
1.77,-43.4,-13.0,-0.199,-13.2,-21.5,-35.0,-20.0,-0.629,1.93,3.66,3.82,-5.39,0
1.93,-39.0,-3.87,-6.15,-11.6,4.69,6.61,0.209,16.7,9.18,7.2,-2.12,2.71,0
3.38,-25.3,-16.7,-0.319,18.0,-2.84,-1.5,4.64,-2.23,-0.8,1.48,6.84,-0.709,0
2.33,-30.4,-2.23,4.37,1.64,11.4,-2.4,-2.87,15.2,-5.58,-8.3,7.56,4.44,0
0.664,-40.3,-15.9,-3.1,-8.93,3.61,-1.76,11.8,6.82,15.5,4.61,-1.23,-15.4,0
0.665,-42.2,-12.8,-9.34,-9.22,-7.52,-8.97,-7.67,-9.79,-8.82,-7.36,-1.92,2.65,0
0.663,-46.4,-4.89,-4.81,7.09,5.41,1.26,-13.8,-20.7,-10.3,9.81,11.6,0.788,0
2.99,-33.5,-8.61,5.57,-3.55,-7.93,12.8,4.8,7.19,-5.89,12.8,13.9,10.5,0
4.5,-29.7,-6.65,17.2,-5.2,10.7,-2.94,-1.17,-2.77,4.9,7.11,-13.1,1.92,0
2.22,-30.9,-6.13,6.59,4.49,2.5,-9.69,-4.77,6.89,3.87,15.1,2.64,1.65,0
0.666,-29.0,-15.8,-20.2,-1.96,-5.61,-2.43,-0.0978,-5.84,1.25,5.88,-10.3,4.24,0
3.24,-25.2,-13.9,1.67,0.941,-9.51,-0.749,16.0,10.3,-3.9,0.781,-2.16,-8.37,0
0.665,-43.7,-15.2,-15.9,-18.2,-11.8,-2.95,5.68,-1.07,-8.72,-3.05,8.6,-0.558,0
3.8,-25.1,-18.9,-3.87,-3.1,15.3,0.783,4.32,-5.59,-9.89,7.55,-6.83,3.61,0
1.76,-42.7,-11.5,0.239,4.33,7.02,-4.13,-6.29,2.86,21.5,19.5,1.9,-11.6,0
1.37,-45.9,4.21,10.2,13.6,-10.1,-20.5,-14.6,0.0436,2.98,1.28,5.12,-3.02,0
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,0
2.54,-41.6,-16.5,1.02,-10.7,-8.33,3.55,-1.03,3.55,-1.2,-13.8,-16.8,4.41,0
-0.0195,-16.3,-3.83,-13.8,-15.8,-10.4,5.23,6.13,-8.43,-11.7,8.81,9.18,-9.86,0
1.36,-27.8,-13.8,-14.3,6.5,10.4,-2.82,-12.8,-17.3,3.94,4.77,-3.14,3.21,0
1.07,-46.7,-8.67,-14.0,-7.8,-9.06,-0.916,3.83,2.49,-10.2,-17.8,-10.8,1.84,0
2.28,-33.6,-5.59,-3.67,-5.72,5.22,7.9,-15.7,2.72,3.86,10.8,7.23,-5.93,0
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,0
6.09,-36.9,-34.4,15.6,-7.86,11.0,17.0,-22.6,-21.1,-0.28,3.99,-18.7,-20.4,0
1.99,-27.0,-0.776,-4.52,3.94,-10.0,6.88,-4.13,-4.86,1.87,1.16,9.53,-6.83,0
1.07,-39.4,-5.87,1.6,-0.0448,-5.54,-15.5,4.14,6.33,-10.6,-7.53,7.06,-3.99,0
3.34,-36.1,-8.5,2.16,-6.77,11.7,-3.83,-17.3,21.5,6.17,8.64,-0.139,-5.3,0
3.64,-25.7,-18.4,-5.86,-1.77,11.6,5.78,-3.59,22.3,12.4,-2.3,-4.59,10.4,0
1.23,-23.4,-1.82,-1.39,-1.6,-11.0,-3.99,6.34,6.36,-5.07,-7.57,10.4,-2.76,0
4.05,-41.5,-11.8,23.1,-3.44,-2.25,2.76,9.38,4.46,-12.7,3.92,0.837,-1.49,0
2.68,-39.1,-6.44,11.2,-10.3,-14.2,14.8,13.2,-0.0726,-5.03,-1.99,-12.0,-0.0571,0
3.91,-38.0,-7.06,15.3,-7.78,-5.81,5.62,-4.48,-10.8,-3.21,13.0,0.769,0.382,0
2.92,-30.4,-16.3,-22.4,-11.4,12.9,12.7,-7.31,-8.98,-15.8,-8.72,6.0,13.9,0
2.68,-47.6,-26.7,-19.7,-19.5,10.6,15.6,2.82,-10.9,-17.4,-13.2,-0.951,-0.339,0
3.2,-26.2,-4.92,6.81,-13.5,-5.03,2.99,-5.94,-5.01,6.04,-0.691,-4.34,10.5,0
2.89,-27.4,-21.6,-7.55,6.23,-8.43,9.04,-0.958,-8.5,12.7,5.96,8.44,9.44,0
3.5,-25.7,-2.88,1.35,-6.28,19.3,19.3,2.29,4.66,-11.2,-0.648,10.5,-0.308,0
1.76,-35.7,-6.93,-3.58,-4.77,-2.6,-7.25,-9.47,8.32,7.47,3.61,-11.0,-5.17,0
4.51,-7.02,-14.6,-8.22,6.34,-13.8,-14.3,7.24,0.941,-6.04,-3.7,-10.9,-11.7,0
3.82,-27.1,-8.04,1.57,-7.29,4.59,-8.5,-6.21,-17.4,-0.12,5.76,-15.9,6.73,0
0.664,-39.4,-9.89,6.1,0.527,2.81,-21.1,-17.5,-7.18,21.6,6.52,-5.43,-6.17,0
2.57,-27.6,-5.69,0.593,-3.88,6.38,5.83,-8.72,-4.45,-2.87,-0.569,6.5,2.48,0
1.48,-22.1,-0.26,-2.23,10.4,7.07,-8.71,-8.86,0.735,-3.82,3.55,-3.81,4.27,0
2.27,-35.6,4.61,4.41,-7.49,-8.68,-6.01,1.03,-15.8,-12.2,8.57,-0.642,17.4,0
0.666,-41.0,-26.1,-19.9,-16.0,1.26,-1.56,-14.5,3.22,8.96,-10.5,-4.43,12.9,0
4.6,-35.3,-16.7,9.6,-0.347,20.3,-6.07,3.01,7.98,-1.45,13.2,-12.2,-3.8,0
4.13,-33.0,-28.3,-11.5,-12.5,-15.0,-28.1,-17.5,-13.9,11.5,13.1,3.36,5.96,0
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,0
4.28,-35.9,-37.7,-10.0,6.34,-11.1,-13.8,-7.11,2.86,1.52,2.05,-6.78,-0.39,0
1.76,-36.5,-8.58,-14.2,-3.19,2.34,-8.46,-1.61,3.07,-11.5,-6.99,-0.256,-5.23,0
1.77,-32.2,-7.54,-6.54,-5.24,-0.733,-12.0,-3.02,8.32,10.5,-6.7,1.88,6.83,0
4.47,-22.5,-23.5,0.379,5.56,-6.17,-2.65,-4.41,-7.19,7.62,21.8,3.88,-12.5,0
3.96,-30.5,-8.28,14.4,-2.17,-8.69,-14.3,-2.6,10.6,-6.99,1.99,0.885,-7.51,0
2.5,-32.7,-9.86,2.65,11.5,27.2,10.4,-9.45,4.19,5.15,11.6,3.35,2.45,0
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,0
-0.669,-9.85,3.86,0.332,1.05,-3.92,-3.91,-3.23,0.747,2.19,1.36,-1.83,-1.28,0
0.893,-22.9,1.79,-1.92,-2.67,-0.866,0.384,2.34,-0.327,1.28,4.92,3.43,-2.01,0
4.17,-35.9,-16.1,4.59,-15.0,-2.11,-6.32,-17.8,-7.24,-6.84,-4.44,0.0661,9.32,0
3.38,-28.0,-5.89,10.6,-0.685,-0.531,0.61,-8.12,-2.42,-13.3,-1.45,13.2,6.92,0
4.46,-19.1,-4.69,16.8,-13.4,-4.4,14.2,7.07,4.86,-11.2,-6.68,-6.2,5.49,0
1.23,-26.1,3.23,8.26,0.461,-9.41,-9.54,7.15,3.28,1.64,0.192,-5.7,2.53,0
2.92,-28.8,4.6,24.1,9.83,7.74,11.4,-7.55,-7.15,-0.705,-17.5,-22.2,4.47,0
2.17,-40.5,-14.9,-12.7,-5.95,-9.22,-12.7,-13.8,0.541,-4.44,10.8,19.8,5.09,0
1.36,-38.0,-15.4,-10.1,-9.88,-10.5,8.65,-1.97,15.8,11.7,11.1,10.7,5.63,0
6.86,-45.6,-21.9,-0.444,-26.4,9.02,-30.5,-1.89,3.84,13.9,3.66,1.69,3.52,0
1.68,-23.2,2.26,-0.565,7.42,4.49,-8.36,0.0978,-5.55,7.8,3.3,-9.18,8.13,0
3.61,-43.0,-22.0,-4.52,-14.2,8.6,10.1,9.47,30.4,11.2,3.08,5.67,-1.63,0
5.57,-28.1,-13.4,14.6,-19.4,6.85,3.54,-1.61,-8.54,0.492,4.41,-13.4,5.78,0
0.667,-24.6,-9.06,-11.7,-18.2,7.0,-10.9,5.67,-9.33,1.57,5.16,-4.84,-5.03,0
1.92,-36.0,-1.28,-3.12,-6.49,14.4,-1.69,-3.56,5.66,-15.7,-12.2,-4.43,4.87,0
0.897,-20.0,-0.415,-9.89,-2.37,9.17,26.7,22.0,-2.07,-16.6,-3.51,-4.07,-17.0,0
-0.0214,-18.2,-8.04,-19.0,-12.9,0.318,5.02,-10.6,-8.83,13.2,1.22,-15.5,6.78,0
1.36,-44.3,-11.3,-10.1,-7.36,-5.21,4.09,11.4,9.5,15.4,17.1,9.39,5.19,0
2.37,-30.8,0.199,6.23,-6.87,-6.37,4.57,12.1,-2.05,-15.4,2.11,6.05,1.99,0
3.92,-30.0,-14.6,12.9,0.0766,-1.23,-10.3,4.19,11.5,1.03,-1.2,0.208,-0.103,0
2.27,-36.2,-0.732,-8.1,-8.41,13.4,0.925,3.58,11.4,-0.0751,-4.48,0.44,-14.4,0
3.5,-29.6,-8.11,10.6,3.49,12.7,10.1,-3.91,-0.584,-2.84,-4.89,8.14,4.78,0
1.58,-29.3,-16.6,-18.7,-8.3,11.1,-7.39,-5.3,-7.87,-14.6,-4.63,-2.71,-14.2,0
1.86,-16.5,-3.55,-7.66,5.65,17.9,-12.0,-20.7,-8.11,10.7,13.6,-0.262,-0.545,0
3.92,-15.1,-16.7,-5.22,1.88,-12.8,13.6,14.5,-16.3,-5.53,18.2,10.3,3.96,0
3.11,-36.1,-7.86,0.9,-13.1,-4.31,-22.8,-22.4,-13.2,-7.79,10.1,-5.17,-5.73,0
3.13,-31.5,-11.7,0.909,-2.26,3.35,9.08,-19.6,-4.27,9.69,7.42,-7.67,-16.7,0
3.35,-28.2,-8.12,-3.7,-2.86,1.58,-7.92,2.01,-5.87,-16.6,7.39,2.83,-5.91,0
1.07,-37.4,-9.28,2.42,3.54,2.72,-3.41,-30.0,-8.01,6.18,10.8,5.9,-4.95,0
2.78,-33.2,-2.34,5.53,4.7,3.9,2.36,3.25,-23.7,-15.8,10.5,-5.34,8.57,0
3.04,-32.1,-0.561,1.97,-4.26,-0.274,-20.7,-9.06,7.07,-4.86,-6.28,-6.09,7.13,0
3.92,-33.0,-9.45,8.56,-9.29,4.4,1.62,-16.5,-3.8,7.35,4.39,-4.14,-4.8,0
1.07,-52.5,-20.1,5.78,-7.35,-11.6,-0.916,-1.56,-4.92,7.15,-8.3,4.83,-3.57,0
3.15,-25.6,-4.07,1.04,-8.81,9.39,6.51,-8.28,6.13,-16.7,11.5,-2.06,-7.58,0
6.57,-34.9,-32.4,14.2,-10.3,3.74,-3.73,2.7,4.85,-16.9,15.5,0.893,-11.8,0
7.13,-22.8,-16.4,23.8,-26.3,4.07,1.56,2.51,-1.02,-13.5,7.54,-4.02,16.3,0
-0.0248,-17.4,-7.02,-18.1,-13.4,-3.4,6.92,-5.68,-11.9,5.4,11.4,-13.5,-4.67,0
3.27,-37.5,-21.3,-16.9,-11.9,4.26,6.7,2.03,2.7,-7.65,8.12,8.93,8.36,0
3.62,-31.6,-15.0,13.5,4.85,-19.7,12.9,3.01,-15.6,2.0,3.38,-7.57,-13.9,0
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,0
1.58,-42.9,-12.3,-8.14,-3.82,-7.87,-7.11,5.91,-4.26,-5.38,1.17,-6.54,5.27,0
0.894,-20.9,-2.02,-0.659,-0.449,8.63,-11.2,-2.99,-10.6,-14.6,-0.822,4.31,12.4,0
2.89,-24.0,-17.9,-20.6,1.02,11.9,14.0,14.2,9.17,-1.25,-13.3,-25.2,3.33,0
1.6,-40.2,-6.7,0.394,14.5,3.83,4.19,-15.5,-12.9,-18.6,-1.33,20.0,12.9,0
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,0
1.76,-38.7,-9.52,-2.73,-5.53,-22.0,-8.93,7.43,16.2,-3.92,-4.01,-12.7,-4.64,0
1.58,-44.0,-17.6,-9.95,-15.1,-13.0,-16.6,-1.4,11.5,20.0,6.17,-6.17,-12.6,0
0.666,-33.9,-16.0,-12.5,-2.05,-14.5,-1.92,-8.71,-6.58,-0.466,-2.82,5.28,0.287,0
4.63,-39.2,-15.0,8.47,-9.04,15.8,8.98,0.658,1.24,-7.18,4.5,1.73,2.72,0
3.42,-31.7,-18.4,-2.68,5.6,1.53,-6.18,-5.25,-6.34,-9.55,-6.07,-11.6,-13.7,0
4.02,-26.4,-21.3,-1.35,0.831,-2.92,-1.16,7.53,5.84,2.12,0.57,-6.34,7.64,0
1.99,-24.5,-9.16,-5.78,3.22,0.931,1.98,-10.7,-6.1,-3.37,4.41,7.32,11.1,0
-0.687,-12.3,-0.805,-3.55,-0.498,-3.24,-0.714,-1.23,0.369,-0.0941,0.62,-0.712,-0.474,0
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,0
-36.0,0.0,0.0,0.0,2.66e-14,0.0,6.86e-14,0.0,7.68e-14,0.0,6.75e-14,0.0,3.51e-14,2
2.27,-39.9,-7.34,-1.38,4.85,-0.657,-10.8,-18.8,6.62,3.27,-7.55,4.95,0.639,2
0.665,-42.9,-13.3,-10.4,-12.2,-12.4,-14.0,-10.1,-5.84,3.61,7.17,1.11,-7.86,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
2.94,-28.0,-5.99,-11.3,-0.354,5.85,0.439,2.73,-11.6,0.934,0.635,-7.34,-13.4,2
0.39,-18.7,-4.6,-4.35,12.5,21.0,3.15,-20.0,-6.57,-1.27,-6.28,1.36,7.24,2
4.26,-26.8,-16.6,-3.13,-15.0,2.12,3.83,-19.7,6.05,-1.35,-8.84,12.0,5.86,2
2.11,-26.1,-9.61,-8.32,0.743,-13.1,5.33,9.69,7.76,16.9,-2.32,-1.57,-9.25,2
3.58,-27.7,1.46,-6.99,-12.2,4.59,-2.92,13.4,-0.953,-14.3,13.1,-2.71,7.34,2
2.84,-33.5,1.2,10.1,-2.76,-10.1,-10.5,2.06,24.1,-7.03,3.24,0.86,1.44,2
1.07,-51.3,-21.9,0.643,-8.18,-1.92,1.28,-3.13,4.29,-5.32,-1.9,-12.3,-8.3,2
4.64,-16.3,-28.8,-15.0,16.7,14.1,-3.89,-14.0,-6.9,-4.2,10.1,3.37,-7.4,2
3.17,-30.3,-9.01,2.13,-3.36,0.195,8.2,-1.53,21.5,5.19,-15.3,-9.1,0.857,2
0.664,-36.5,-13.3,-4.72,-0.0903,-3.92,-1.35,-12.8,-3.0,0.126,8.15,-3.98,-3.9,2
4.37,-36.7,-22.2,14.5,9.87,-25.1,14.9,24.4,-2.69,-0.93,2.07,9.97,-1.06,2
2.17,-27.6,-11.2,-16.2,-11.6,-1.58,-1.59,-6.09,-10.0,-17.5,-15.5,0.139,5.69,2
1.36,-45.7,-7.26,-2.74,-2.02,6.72,-2.51,-11.4,-19.0,2.56,10.7,2.17,-7.81,2
2.05,-37.8,-11.3,-2.77,9.93,11.1,-1.71,-11.9,-4.77,7.12,2.23,-14.2,-12.6,2
-0.0286,-28.4,-20.3,-10.6,2.67,-19.5,9.45,-9.64,-0.287,5.76,-10.9,10.8,-11.0,2
3.29,-30.1,-4.3,-1.72,-15.7,-6.43,-14.2,-13.5,5.69,-3.23,15.0,10.9,7.42,2
2.12,-26.8,-4.87,7.36,22.8,2.84,-5.53,0.635,-10.8,12.4,20.5,16.8,9.55,2
1.36,-37.2,-1.77,-13.5,-11.6,0.462,-2.07,9.11,-6.02,5.79,7.58,-15.9,1.49,2
3.48,-36.7,-8.12,10.5,0.255,6.41,6.38,-12.6,-8.65,3.0,0.515,3.88,5.4,2
3.37,-39.2,-18.3,-0.712,-6.97,0.361,0.517,8.86,-4.83,-15.9,1.12,-8.85,-3.85,2
4.11,-31.7,-23.8,2.37,10.4,3.77,-3.11,10.0,-12.5,-10.4,6.88,12.7,-2.74,2
2.27,-35.2,-19.8,-12.2,1.13,-6.9,-14.7,11.0,4.7,-9.9,7.45,13.2,-7.6,2
4.22,-23.1,-17.6,-1.99,-5.18,13.9,16.3,11.2,3.33,-15.7,-12.9,-13.4,-7.24,2
3.09,-31.6,-20.9,1.38,13.0,-1.01,3.57,-3.16,-0.36,1.99,4.66,-2.94,1.49,2
2.68,-33.6,-14.4,1.2,3.14,-6.22,-16.7,-4.9,0.129,3.84,-10.2,-17.7,-15.7,2
3.6,-31.3,-24.2,-2.84,-4.81,-22.7,9.84,-3.23,-5.73,8.57,-5.58,15.3,22.3,2
2.94,-33.0,0.913,-4.09,-12.4,3.83,3.37,4.47,5.94,4.08,8.44,-0.589,-0.873,2
4.31,-25.9,-21.7,1.7,1.99,-5.8,-12.5,16.5,6.87,-14.3,-7.56,13.8,11.8,2
2.28,-42.4,-25.4,-13.8,-7.18,1.42,10.9,-7.66,-5.22,-9.21,2.8,-6.74,-5.02,2
2.05,-39.5,-26.6,-16.0,-3.41,-2.95,-5.73,-14.7,8.05,9.72,13.9,3.48,-0.721,2
2.68,-36.2,-13.9,-11.4,-8.67,7.43,5.39,-7.59,-4.73,-1.61,8.17,-3.24,-8.08,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
3.3,-32.6,-27.6,-7.74,11.2,3.68,3.73,-2.13,-10.9,-6.32,7.16,4.51,-4.18,2
2.61,-32.0,-13.5,-7.65,-1.77,4.33,-5.91,-9.56,-4.45,4.05,-7.9,2.22,-11.5,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
2.62,-21.8,-9.4,-2.61,16.4,-12.4,-11.6,-1.44,2.31,7.53,4.78,4.37,-6.67,2
3.68,-32.6,-5.07,11.1,2.28,22.3,-2.77,-19.1,-1.61,-3.03,-2.67,-0.161,3.44,2
4.04,-23.8,-20.7,2.94,4.98,-2.05,26.6,-13.1,-25.7,-4.17,5.19,-1.14,-8.32,2
2.83,-32.1,-1.52,4.5,-11.7,-15.5,15.2,-3.96,2.4,9.54,-6.75,10.0,8.18,2
3.82,-21.8,3.8,1.21,-15.1,5.11,-7.08,-9.51,-5.45,-9.52,6.95,-8.3,-7.12,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
2.37,-37.8,-17.0,-7.61,1.83,-1.28,-6.65,4.14,11.0,-19.3,-12.3,-18.8,9.61,2
2.92,-25.5,-16.2,-13.5,-3.27,4.22,17.4,4.96,3.9,-8.82,-29.4,-15.9,-1.0,2
-0.0242,-25.1,-19.7,-14.3,3.64,-12.4,-6.42,10.1,-16.0,10.8,-3.23,-6.17,8.54,2
1.07,-39.4,-6.19,-12.6,-12.2,3.59,-2.24,-4.46,12.1,-0.905,8.86,0.676,3.98,2
2.84,-29.2,-5.89,-9.75,-15.3,-2.55,5.97,5.2,0.368,0.503,7.86,-1.17,-4.54,2
1.99,-29.3,0.327,6.23,-6.33,-6.21,5.51,17.4,7.23,-9.76,8.51,2.96,-2.09,2
1.76,-41.5,-12.1,-8.65,-18.1,-15.8,-6.51,-0.177,-7.28,-16.9,6.56,7.4,0.335,2
1.76,-41.5,-12.8,-13.7,-13.3,-14.8,0.957,-17.6,-15.0,-6.97,-2.32,7.91,0.823,2
2.61,-37.0,-10.7,-7.01,-20.3,-15.4,-9.53,-0.885,-1.54,-11.7,3.2,-15.7,0.211,2
3.23,-33.1,-26.3,-12.6,1.2,-20.6,-14.1,2.2,7.21,7.71,-7.47,-18.4,-10.8,2
0.671,-36.7,-13.8,-5.38,-0.865,-2.5,2.42,-9.18,-5.68,-6.41,6.75,1.91,-2.06,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
1.68,-27.1,4.27,3.89,-9.83,-12.1,16.0,14.6,4.49,5.3,-4.68,-8.3,-5.72,2
2.75,-37.1,-17.1,1.49,10.7,8.79,4.78,3.61,12.6,6.42,-19.1,-18.2,-0.201,2
3.79,-36.8,-6.64,16.5,-4.4,-1.38,-3.57,-9.75,-1.03,-32.5,-11.9,6.04,5.39,2
3.27,-48.1,-7.28,6.18,-14.7,4.12,15.2,-6.27,19.9,1.39,6.98,-1.83,-5.29,2
0.897,-22.8,1.98,0.292,0.582,1.22,-4.59,-4.56,-0.569,-0.246,-7.92,-2.23,5.46,2
2.17,-43.5,-14.1,-1.4,-4.58,-22.4,-6.18,-4.77,-23.0,-4.48,-0.588,-3.74,4.53,2
3.61,-45.1,-1.6,12.5,7.07,5.44,0.0469,8.31,-13.9,11.7,2.12,-8.22,-0.555,2
4.12,-37.3,2.95,17.6,-17.3,-2.03,12.0,-9.57,9.03,-20.8,-4.75,2.42,0.575,2
1.36,-45.5,-4.51,-3.87,6.25,-1.76,-4.97,-6.74,-2.85,-4.9,-13.2,-14.2,-2.76,2
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,2
4.02,-43.0,-11.4,5.26,-5.75,25.3,11.8,16.5,0.218,-16.8,-6.22,-20.7,7.48,2
1.36,-36.0,-13.8,-4.5,-6.23,-2.97,14.1,8.67,-2.34,-12.4,-0.0318,-16.3,0.847,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,2
0.671,-45.5,-0.784,-0.205,5.33,-9.78,-21.8,-16.3,12.7,17.4,-3.99,-9.53,0.436,2
1.92,-33.0,-15.1,-15.7,-15.2,3.12,8.4,1.97,-14.2,-7.5,2.93,-9.21,-10.7,2
2.78,-30.3,-6.51,4.99,7.1,0.801,4.13,-4.53,-6.54,-8.77,-4.26,-3.4,-0.447,2
2.22,-30.4,-1.42,2.72,5.97,-0.411,2.46,-8.75,8.45,12.6,13.1,-16.1,-15.2,2
-36.0,0.0,0.0,0.0,2.66e-14,0.0,6.86e-14,0.0,7.68e-14,0.0,6.75e-14,0.0,3.51e-14,1
1.48,-25.5,5.22,-2.92,7.24,-5.37,-6.03,7.35,6.27,7.58,-2.14,-14.6,-2.95,1
4.75,-20.8,-8.28,10.1,-9.87,8.33,-15.0,-10.0,13.0,0.433,13.6,-17.7,-0.255,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
3.69,-37.7,-31.6,-5.98,10.9,9.13,-3.15,6.22,7.92,-3.99,6.96,-0.738,6.88,1
4.82,-29.6,6.36,-2.04,-11.0,22.8,-19.9,-4.0,-0.683,19.3,-0.964,2.32,-1.42,1
2.05,-26.4,-8.37,-0.283,-4.3,-22.7,-4.32,-20.5,-11.9,-9.8,-3.52,-2.97,3.75,1
0.667,-28.5,-13.9,-2.36,12.6,-7.69,-10.5,-19.1,-11.6,21.4,5.38,-3.77,-4.41,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
0.665,-41.8,-10.9,-5.37,-2.32,3.22,3.69,1.05,-8.44,-11.8,-5.69,4.23,5.02,1
3.72,-35.3,5.08,4.31,-16.7,4.74,-15.9,-6.32,8.46,-12.2,3.04,-5.71,7.14,1
2.05,-49.9,-16.7,-5.44,-6.81,-7.31,-1.71,-0.873,8.21,-20.0,-11.1,-18.1,4.9,1
3.15,-37.2,-26.3,-22.2,8.51,32.6,14.1,-12.9,-9.79,1.77,12.4,1.88,2.55,1
1.92,-41.4,-11.7,-9.15,-11.7,-8.19,-10.6,10.8,10.0,2.94,-11.2,-11.7,-11.2,1
3.46,-22.0,-25.1,-12.6,5.27,-5.81,12.0,-6.24,-21.0,-10.3,1.4,-7.45,-9.17,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.94,-32.0,-8.59,9.7,4.4,5.1,7.41,7.81,2.3,-11.7,-16.9,-8.44,-16.4,1
0.665,-36.5,-6.37,-12.6,-16.0,6.52,-5.28,-12.1,12.6,-10.1,6.2,-7.63,6.37,1
-0.0252,-31.4,-22.0,-2.41,-9.55,-7.88,3.09,-11.7,11.0,-12.9,11.7,-11.4,7.14,1
0.665,-42.1,-12.6,-9.19,-9.04,-6.94,-7.86,-6.3,-8.06,-7.66,-8.59,-6.92,-2.25,1
0.671,-50.3,-14.1,-24.4,-23.7,-22.9,-6.55,2.42,-3.54,-17.7,-8.21,7.33,1.52,1
3.13,-36.5,4.52,3.68,2.35,18.1,3.03,6.03,5.07,-10.4,-10.3,5.56,16.5,1
3.11,-42.5,-22.8,1.05,-5.61,-17.8,2.44,10.1,10.3,11.5,3.69,14.0,19.1,1
3.04,-33.8,3.49,4.3,-4.27,4.89,-9.29,14.6,-5.19,-12.7,5.33,-4.21,-1.14,1
-0.0295,-38.7,-15.6,-4.88,-12.0,-0.681,-8.16,2.47,-4.78,3.02,-3.25,1.52,-3.17,1
2.18,-30.4,-25.4,-20.1,-0.866,-3.94,-10.5,-4.21,7.74,2.27,1.68,-5.83,-7.54,1
-0.0261,-45.1,-7.97,-12.3,-5.1,-6.9,-2.59,-2.47,-0.434,-0.763,0.0301,-1.29,-0.797,1
2.8,-39.5,-9.82,0.781,-8.33,-8.71,-12.1,1.42,-5.7,-10.6,1.71,7.81,7.84,1
3.15,-35.3,-15.3,-11.8,2.93,4.67,-7.26,9.74,-8.78,-20.9,3.53,-4.28,11.3,1
1.07,-41.4,-10.6,-14.9,-13.3,3.58,5.15,-25.5,15.9,3.02,-13.6,5.36,2.17,1
1.58,-48.4,-22.9,-5.43,-3.7,3.39,16.1,8.4,-2.56,-20.2,-16.1,0.206,-13.1,1
2.65,-29.7,-12.8,-1.57,0.298,-6.25,6.34,12.2,-7.92,3.82,5.77,5.94,3.81,1
